score,label
330059,0
1358443,0
196953,0
567265,0
246056,0
523641,0
712300,0
2042652,0
288025,0
457434,0
972020,0
231918,0
132362,0
637052,0
1001473,0
2183753,0
388017,0
366531,0
432471,0
427991,0
300151,0
587772,0
549370,0
506834,0
316866,0
457085,0
415942,0
498913,0
545698,0
497173,0
401122,0
543565,0
189039,0
305534,0
730266,0
202047,0
536867,0
220941,0
392264,0
563327,0
318349,0
184670,0
445092,0
1402173,0
515100,0
395009,0
873477,0
905481,0
575891,0
310818,0
354880,0
349706,0
516592,0
672243,0
385082,0
532034,0
953138,0
553747,0
380784,0
640837,0
320243,0
608639,0
557778,0
2655640,0
1582081,0
665082,0
424209,0
478217,0
547876,0
435309,0
520566,0
551496,0
475587,0
470381,0
500174,0
570045,0
300312,0
547100,0
598676,0
403970,0
656717,0
528501,0
178746,0
559382,0
337318,0
506991,0
137619,0
697448,0
528185,0
471708,0
530894,0
515330,0
223348,0
1759454,0
536494,0
408926,0
416081,0
523741,0
474159,0
2070132,0
459014,0
331763,0
459600,0
353374,0
360579,0
497059,0
2648937,0
232548,0
455721,0
409274,0
420314,0
448217,0
1474456,0
317668,0
524681,0
594734,0
275160,0
360349,0
503775,0
1320668,0
529891,0
414540,0
257423,0
368279,0
376339,0
484208,0
512630,0
262716,0
439414,0
398710,0
546457,0
483033,0
490891,0
1081565,0
1010674,0
628338,0
451244,0
551700,0
429979,0
446383,0
470846,0
490173,0
1286903,0
393122,0
383007,0
563849,0
311994,0
317872,0
480814,0
446707,0
509704,0
207812,0
126816,0
422928,0
513028,0
400199,0
1362431,0
3131935,0
313680,0
562651,0
452202,0
2381976,0
377932,0
520829,0
399927,0
486597,0
546764,0
507742,0
513773,0
428750,0
423600,0
434852,0
357941,0
332608,0
362518,0
253764,0
424107,0
377805,0
347336,0
553759,0
385481,0
438545,0
474787,0
518110,0
514776,0
746252,0
272678,0
231881,0
446239,0
553540,0
471835,0
424149,0
1301499,0
289717,0
486651,0
363285,0
239095,0
405817,0
457681,0
405184,0
514281,0
429380,0
410322,0
389731,0
342893,0
1221757,0
181190,0
1873230,0
318532,0
149064,0
1099251,0
1015950,0
557593,0
464560,0
445114,0
375359,0
260547,0
262264,0
287673,0
252562,0
829910,0
429123,0
1373838,0
510577,0
399729,0
1715148,0
500418,0
260448,0
2100609,0
495969,0
368742,0
383234,0
317995,0
554785,0
438130,0
1467891,0
457365,0
292666,0
421317,0
416453,0
487824,0
611669,0
546595,0
195787,0
509778,0
426956,0
603087,0
484050,0
569309,0
491655,0
1751915,0
546755,0
349712,0
875779,0
227235,0
417921,0
421751,0
507111,0
352021,0
612560,0
570619,0
370456,0
865702,0
569145,0
487044,0
481931,0
407493,0
273203,0
557100,0
469831,0
448428,0
552739,0
531621,0
461673,0
267368,0
529063,0
2558526,0
221703,0
1718569,0
466392,0
480066,0
432671,0
503847,0
265863,0
493555,0
532455,0
296189,0
1718427,0
318448,0
464229,0
955653,0
455679,0
219559,0
399695,0
543057,0
273746,0
476353,0
165820,0
544580,0
451158,0
549806,0
754647,0
467879,0
478561,0
393376,0
182307,0
275286,0
369158,0
2388559,0
562439,0
428599,0
778120,0
1034141,0
515902,0
168430,0
889875,0
427972,0
1169314,0
174719,0
249651,0
623668,0
523837,0
426174,0
174612,0
184568,0
1695766,0
537516,0
528475,0
176423,0
638654,0
336476,0
545110,0
181814,0
355789,0
416379,0
423686,0
452419,0
509098,0
522630,0
272052,0
366391,0
561956,0
577205,0
162576,0
544279,0
551094,0
1594220,0
1462083,0
1573034,0
439996,0
491607,0
323914,0
364808,0
1152083,0
408221,0
391613,0
463805,0
247021,0
1114198,0
798837,0
335462,0
404302,0
284984,0
432606,0
293127,0
424454,0
427470,0
210127,0
275676,0
399269,0
496486,0
521540,0
436943,0
344618,0
497510,0
1899767,0
476002,0
412978,0
820135,0
212441,0
894529,0
367419,0
632200,0
494054,0
457962,0
307201,0
2783331,0
178533,0
1101591,0
467869,0
471246,0
543753,0
333718,0
414272,0
475513,0
349707,0
647039,0
547658,0
408911,0
520027,0
987472,0
582619,0
1326263,0
519661,0
578482,0
854685,0
329051,0
488890,0
497646,0
304000,0
693027,0
1312182,0
420542,0
353692,0
145615,0
1834181,0
667091,0
324146,0
466944,0
498401,0
577469,0
579057,0
643279,0
439382,0
560525,0
404219,0
244942,0
553980,0
507678,0
506427,0
467531,0
1578477,0
421545,0
177561,0
389931,0
266045,0
513478,0
496707,0
335002,0
1283402,0
1810343,0
186422,0
393985,0
790294,0
512680,0
465633,0
446842,0
534358,0
429987,0
446665,0
355471,0
544286,0
423148,0
896936,0
289134,0
1255672,0
792134,0
507227,0
350601,0
446805,0
528195,0
254287,0
489854,0
685720,0
229899,0
732447,0
378543,0
820770,0
2355211,0
420513,0
572186,0
338589,0
478985,0
659607,0
450504,0
237043,0
261041,0
473899,0
306002,0
750078,0
383178,0
515054,0
1011314,0
2110389,0
344206,0
544070,0
309932,0
450497,0
764601,0
516554,0
552755,0
533592,0
307153,0
493410,0
685405,0
293472,0
564075,0
433813,0
377088,0
619425,0
345935,0
356219,0
407034,0
585626,0
465629,0
400785,0
415547,0
485539,0
258666,0
739643,0
361842,0
550828,0
415162,0
339433,0
513324,0
324910,0
854867,0
440187,0
559119,0
554442,0
604038,0
461643,0
428721,0
476849,0
492989,0
890430,0
560251,0
456942,0
429404,0
458334,0
504717,0
525857,0
218529,0
437418,0
1506362,0
380536,0
478791,0
450070,0
774299,0
547010,0
371607,0
3716194,0
1553068,0
256894,0
184895,0
459112,0
557564,0
310532,0
531864,0
294409,0
552636,0
234891,0
1046225,0
431865,0
1104279,0
2268971,0
501403,0
488673,0
543045,0
562896,0
549364,0
397830,0
1184808,0
529014,0
1129385,0
403781,0
352799,0
705176,0
303969,0
483514,0
1953633,0
379379,0
316594,0
422732,0
534614,0
353867,0
405241,0
355830,0
672896,0
462904,0
265222,0
371613,0
883066,0
464616,0
288254,0
439553,0
522528,0
487015,0
521700,0
1012543,0
309327,0
488078,0
496453,0
471888,0
690933,0
475143,0
290191,0
553264,0
524696,0
180969,0
333143,0
331508,0
515120,0
584796,0
965058,0
472368,0
363548,0
336066,0
475681,0
218237,0
912155,0
472299,0
731009,0
521129,0
371945,0
597261,0
238277,0
571452,0
523622,0
492457,0
340678,0
414757,0
424151,0
464657,0
204543,0
303603,0
485098,0
452719,0
693440,0
487160,0
547893,0
765727,0
1349224,0
451181,0
570368,0
168154,0
408415,0
284853,0
167511,0
265853,0
559350,0
460999,0
453896,0
820070,0
455557,0
579439,0
151432,0
1121468,0
486676,0
472232,0
544093,0
573842,0
477586,0
371080,0
583080,0
253437,0
325022,0
559862,0
278006,0
221100,0
1366646,0
459089,0
545058,0
2570389,0
1867373,0
340970,0
358910,0
359360,0
472635,0
500376,0
1182442,0
3440399,0
1754236,0
406746,0
403323,0
486637,0
911659,0
505921,0
416659,0
441866,0
529137,0
394203,0
937993,0
434412,0
387069,0
517298,0
527279,0
422793,0
578467,0
506856,0
528971,0
202444,0
461563,0
425175,0
316211,0
408704,0
627652,0
453974,0
343973,0
557080,0
782773,0
406696,0
978300,0
172514,0
457903,0
1114056,0
474643,0
576636,0
494646,0
217733,0
170394,0
587679,0
148644,0
391755,0
388984,0
447534,0
423860,0
1588146,0
573735,0
1086443,0
484553,0
287072,0
655859,0
261191,0
466667,0
548660,0
218589,0
433795,0
769848,0
525318,0
189321,0
984986,0
247390,0
1244615,0
357908,0
423042,0
374077,0
279921,0
280225,0
1118009,0
564212,0
3479588,0
927661,0
237461,0
858800,0
523799,0
500227,0
283701,0
767432,0
484167,0
1792599,0
308413,0
454093,0
261599,0
243348,0
606781,0
1103447,0
301466,0
518725,0
315943,0
3244973,0
520211,0
357318,0
447100,0
1618241,0
821236,0
399486,0
810040,0
236423,0
1657589,0
157317,0
756018,0
1500515,0
454353,0
756446,0
364906,0
476550,0
476713,0
1368995,0
420453,0
198013,0
819153,0
281390,0
501764,0
861333,0
320551,0
944859,0
4416965,0
474246,0
486998,0
756210,0
556719,0
304624,0
514573,0
805696,0
447521,0
534325,0
401548,0
2378165,0
226005,0
484850,0
504220,0
1679083,0
534782,0
484900,0
529936,0
464404,0
134415,0
389226,0
371447,0
449283,0
458690,0
301635,0
517380,0
382787,0
1233297,0
491634,0
268323,0
343547,0
308988,0
396851,0
466320,0
546672,0
567579,0
370097,0
189909,0
383588,0
578901,0
999084,0
3363564,0
477045,0
164095,0
416862,0
369323,0
496880,0
309600,0
599759,0
492365,0
515690,0
638735,0
710247,0
538080,0
455932,0
536098,0
2956548,0
1004245,0
459101,0
329876,0
313351,0
449253,0
1876447,0
201515,0
522883,0
191891,0
330140,0
189194,0
802838,0
1424677,0
339372,0
1506831,0
226669,0
331389,0
300878,0
396213,0
270267,0
534870,0
450501,0
244201,0
392290,0
468890,0
361012,0
2176431,0
507882,0
171991,0
648598,0
307351,0
239089,0
540258,0
438239,0
537358,0
1248239,0
338820,0
498358,0
430504,0
728576,0
501378,0
436127,0
516389,0
652118,0
379964,0
615850,0
480312,0
575564,0
1176935,0
412320,0
522958,0
944996,0
866475,0
809547,0
456525,0
824294,0
1730925,0
859114,0
523892,0
309207,0
452130,0
368942,0
505454,0
403001,0
426417,0
325798,0
534960,0
183389,0
299449,0
387502,0
279154,0
311208,0
377821,0
293704,0
515159,0
488211,0
1992747,0
441691,0
192820,0
235481,0
495592,0
799537,0
574070,0
269222,0
600847,0
385841,0
285300,0
663965,0
999932,0
505713,0
411291,0
526293,0
530209,0
484102,0
390030,0
231261,0
529748,0
563866,0
542596,0
551320,0
1078840,0
121847,0
276823,0
175634,0
329370,0
457328,0
523282,0
435709,0
504760,0
279688,0
1349467,0
238713,0
351224,0
155896,0
504458,0
1762799,0
1523988,0
280297,0
473060,0
614011,0
505631,0
492943,0
448622,0
1812750,0
400788,0
535781,0
503233,0
714041,0
422604,0
137392,0
152503,0
738497,0
567946,0
431231,0
781668,0
415122,0
496593,0
358188,0
291323,0
691923,0
388686,0
467524,0
664001,0
496215,0
260112,0
2038092,0
362910,0
322400,0
1259515,0
337578,0
282330,0
627702,0
179392,0
533508,0
344247,0
480401,0
424680,0
408481,0
418751,0
527148,0
308408,0
545906,0
230379,0
539089,0
528095,0
266189,0
505926,0
295304,0
239854,0
587107,0
1999262,0
1006384,0
416727,0
1181826,0
414301,0
461930,0
473411,0
311964,0
498544,0
506028,0
1064016,0
505856,0
4104054,0
154713,0
1703528,0
562492,0
1231938,0
740441,0
1660715,0
407032,0
1185702,0
382931,0
431498,0
467270,0
492246,0
551533,0
459527,0
473287,0
566294,0
1777532,0
1253114,0
1598915,0
209255,0
523306,0
482230,0
439717,0
333667,0
421531,0
337807,0
1347357,0
263127,0
609494,0
229352,0
420732,0
503061,0
475550,0
525272,0
251750,0
356679,0
288841,0
852972,0
622219,0
490443,0
438959,0
368976,0
524380,0
1192444,0
383304,0
392984,0
492300,0
318102,0
344760,0
539871,0
537212,0
478981,0
624641,0
367792,0
515915,0
398239,0
1721617,0
232217,0
182751,0
327202,0
436708,0
511554,0
424556,0
245564,0
543408,0
2888101,0
615254,0
2005624,0
324883,0
2331654,0
445442,0
358641,0
1840780,0
299205,0
1042245,0
525364,0
448109,0
238932,0
548867,0
1046872,0
454198,0
488636,0
394831,0
271150,0
364734,0
171537,0
368800,0
505450,0
543002,0
2194932,0
739466,0
374685,0
479467,0
445185,0
458659,0
329235,0
519478,0
472679,0
487523,0
570867,0
279206,0
396653,0
170724,0
414395,0
328319,0
2950094,0
286541,0
271803,0
369106,0
480072,0
415102,0
546616,0
1593366,0
1558922,0
399797,0
479073,0
634325,0
537002,0
488755,0
548647,0
842780,0
344899,0
491558,0
487391,0
540623,0
445548,0
534943,0
473746,0
369669,0
484439,0
395934,0
385624,0
493102,0
1540644,0
332004,0
479690,0
771680,0
362264,0
2790761,0
370894,0
514689,0
1083574,0
403382,0
709393,0
290002,0
527981,0
2874318,0
430869,0
473242,0
387848,0
311210,0
640279,0
348741,0
567330,0
197407,0
416065,0
384324,0
512375,0
527747,0
445264,0
456805,0
568599,0
1645952,0
848181,0
300150,0
413543,0
421921,0
626776,0
134271,0
336034,0
358192,0
466409,0
524367,0
310122,0
444283,0
482374,0
1101284,0
228704,0
488581,0
964564,0
525041,0
428483,0
475370,0
1076957,0
435413,0
353174,0
553342,0
1453850,0
646591,0
168196,0
475320,0
247547,0
729329,0
501996,0
717181,0
309423,0
1591288,0
504888,0
502266,0
129197,0
395551,0
526939,0
540931,0
493549,0
744379,0
1275042,0
413820,0
408818,0
462088,0
292070,0
1090028,0
426136,0
354993,0
367349,0
902625,0
549351,0
768520,0
522921,0
1027381,0
380264,0
1163707,0
920563,0
1188672,0
413835,0
529290,0
308880,0
523932,0
1052413,0
522862,0
515081,0
769105,0
409498,0
551941,0
366334,0
216449,0
363342,0
351958,0
173814,0
845342,0
667119,0
1031386,0
355805,0
1422452,0
373698,0
540478,0
449170,0
935351,0
572037,0
479949,0
424859,0
572087,0
388808,0
187839,0
404273,0
4289437,0
537456,0
782374,0
484224,0
322959,0
565006,0
251686,0
596632,0
2475369,0
541129,0
528066,0
454060,0
708913,0
512834,0
688879,0
492759,0
539984,0
1210469,0
473455,0
1109974,0
1430295,0
491639,0
370353,0
419966,0
353367,0
558206,0
470224,0
377448,0
505393,0
204416,0
219359,0
294303,0
557528,0
371360,0
515639,0
546192,0
385245,0
659598,0
172361,0
791012,0
307374,0
367479,0
522870,0
475950,0
410943,0
1314660,0
493197,0
514152,0
1458982,0
427298,0
1134259,0
566840,0
501774,0
434955,0
340588,0
544442,0
478815,0
524645,0
422523,0
810097,0
568736,0
3022907,0
253954,0
1347291,0
463572,0
506516,0
553873,0
377497,0
481634,0
683633,0
381078,0
193624,0
535314,0
332666,0
1184410,0
495420,0
409830,0
397676,0
420238,0
425854,0
410182,0
532678,0
446487,0
383594,0
411037,0
211495,0
1750544,0
503615,0
348981,0
502135,0
551723,0
460431,0
483635,0
1146439,0
368867,0
436229,0
382336,0
925697,0
893037,0
487663,0
392604,0
1213511,0
505117,0
513239,0
446083,0
527031,0
355320,0
403228,0
378003,0
248084,0
331764,0
2321876,0
217667,0
567507,0
535566,0
404174,0
1080004,0
726151,0
890424,0
456008,0
770515,0
412825,0
561407,0
536888,0
532583,0
481216,0
488473,0
465694,0
521656,0
645071,0
1396424,0
254752,0
499422,0
1938548,0
354881,0
2108885,0
427397,0
435380,0
344820,0
438920,0
660787,0
465796,0
634212,0
1098902,0
2428226,0
273520,0
288759,0
507809,0
420219,0
498779,0
284075,0
404730,0
412233,0
513918,0
323775,0
417443,0
489772,0
361925,0
360213,0
546669,0
1461858,0
425967,0
501761,0
1616740,0
228298,0
506070,0
991621,0
173263,0
235434,0
448153,0
441270,0
174818,0
1410111,0
508890,0
645178,0
571278,0
626084,0
384973,0
200937,0
413878,0
509893,0
481746,0
652478,0
1152889,0
482382,0
546001,0
186007,0
428229,0
224006,0
244682,0
1987917,0
548074,0
584334,0
319790,0
462305,0
370974,0
360093,0
190820,0
464466,0
529755,0
2669451,0
398101,0
395171,0
545452,0
496106,0
518904,0
518087,0
418074,0
499239,0
836299,0
772271,0
874561,0
429646,0
524764,0
454715,0
1274372,0
434025,0
310699,0
473576,0
493104,0
2594791,0
522334,0
366912,0
290142,0
2537850,0
260077,0
227806,0
491247,0
520999,0
492685,0
925907,0
243076,0
476118,0
1191452,0
891793,0
322921,0
370615,0
392945,0
512390,0
965691,0
574009,0
675807,0
460575,0
628559,0
470230,0
1663717,0
450334,0
313342,0
553012,0
323318,0
518894,0
252754,0
520052,0
339373,0
430314,0
3048065,0
554502,0
402221,0
461381,0
315497,0
274553,0
344983,0
175951,0
590279,0
1603162,0
488322,0
442235,0
495563,0
377576,0
508264,0
334814,0
531288,0
1746312,0
1234135,0
438225,0
494142,0
542075,0
127672,0
745958,0
338977,0
1061108,0
352321,0
196180,0
3558749,0
373857,0
128554,0
398365,0
308584,0
358444,0
519311,0
327496,0
648500,0
161986,0
411054,0
496039,0
499600,0
1232488,0
328136,0
267309,0
330571,0
773054,0
489593,0
563105,0
406848,0
396934,0
518954,0
339732,0
385603,0
408845,0
387681,0
430122,0
2129690,0
1237556,0
348265,0
2056934,0
281589,0
355326,0
495403,0
897727,0
335090,0
190121,0
740199,0
429915,0
492376,0
296179,0
1072807,0
1449918,0
462894,0
874650,0
488702,0
425047,0
396183,0
335602,0
392607,0
634287,0
3880027,0
293830,0
339146,0
469202,0
353394,0
365173,0
559036,0
792347,0
1637279,0
481929,0
1813631,0
1845991,0
303004,0
494705,0
131982,0
485329,0
374920,0
421266,0
375656,0
510421,0
646618,0
763305,0
417952,0
2690484,0
564752,0
510470,0
443188,0
447767,0
556350,0
1223853,0
343961,0
230246,0
1214010,0
578116,0
544750,0
391166,0
419984,0
336590,0
537707,0
522371,0
473469,0
334593,0
462760,0
542127,0
511387,0
417756,0
509882,0
170599,0
322967,0
223903,0
1144575,0
500758,0
770445,0
384144,0
1291824,0
435825,0
2566589,0
448521,0
252284,0
518121,0
308834,0
399468,0
341281,0
494134,0
468010,0
1142205,0
392636,0
531974,0
653122,0
500291,0
468442,0
754885,0
428584,0
431523,0
438171,0
525806,0
404017,0
524608,0
571229,0
625286,0
341011,0
383331,0
2129327,0
405914,0
474872,0
532626,0
518846,0
510152,0
482380,0
871717,0
299723,0
374288,0
808154,0
899843,0
418807,0
389718,0
392492,0
256356,0
474477,0
497477,0
380333,0
542407,0
1160942,0
1512295,0
450530,0
261729,0
1089160,0
528952,0
342570,0
453233,0
943813,0
496831,0
1512433,0
508099,0
317520,0
612931,0
448542,0
476584,0
990504,0
572872,0
476012,0
537614,0
411037,0
237966,0
1197358,0
493161,0
263282,0
265544,0
872844,0
976694,0
318789,0
785614,0
686556,0
510163,0
1001666,0
2491391,0
353821,0
445342,0
363883,0
461864,0
630660,0
504307,0
412812,0
929180,0
408778,0
411368,0
304626,0
421384,0
552277,0
454490,0
399423,0
277436,0
394467,0
234269,0
275888,0
3967390,0
353163,0
508688,0
536966,0
474385,0
736462,0
372383,0
1195333,0
551244,0
355598,0
415350,0
329024,0
3127152,0
457416,0
383115,0
484046,0
302331,0
468191,0
553265,0
371337,0
419996,0
2124687,0
265120,0
1702591,0
409707,0
428449,0
317887,0
710637,0
304517,0
556425,0
463231,0
331409,0
293921,0
898576,0
571752,0
223416,0
295124,0
283590,0
373158,0
455125,0
637068,0
286155,0
584326,0
431501,0
504992,0
479398,0
480364,0
370069,0
235213,0
300564,0
229965,0
545733,0
335451,0
446478,0
472143,0
287389,0
446853,0
579203,0
466045,0
394600,0
410310,0
504396,0
436086,0
328034,0
422711,0
361153,0
458982,0
463282,0
277481,0
210325,0
946498,0
562541,0
816413,0
174976,0
1153164,0
862818,0
517681,0
1654467,0
363585,0
387446,0
517415,0
947505,0
520179,0
550529,0
391117,0
1717940,0
558661,0
416445,0
492553,0
535461,0
1213021,0
1296643,0
618867,0
463749,0
564584,0
282131,0
478534,0
1277363,0
1320383,0
3050788,0
1152759,0
391729,0
527777,0
334242,0
359425,0
371024,0
2761415,0
477174,0
470666,0
548163,0
444223,0
506713,0
2058340,0
344252,0
524068,0
507614,0
315500,0
795887,0
412775,0
558325,0
1709273,0
330591,0
482904,0
1248026,0
1191223,0
553929,0
401790,0
1394344,0
477010,0
377569,0
284784,0
554288,0
205676,0
441953,0
548375,0
552198,0
325231,0
579037,0
482447,0
220417,0
2901945,0
552711,0
1204025,0
483153,0
494235,0
2236396,0
519784,0
570631,0
404210,0
519683,0
368014,0
384526,0
1734495,0
893801,0
438742,0
364314,0
464438,0
469523,0
2959981,0
564848,0
413008,0
541566,0
590763,0
342910,0
563393,0
407086,0
2346850,0
524463,0
1040412,0
375487,0
307116,0
512993,0
522014,0
316265,0
341851,0
583489,0
470033,0
471009,0
388095,0
254794,0
358531,0
551952,0
465286,0
507390,0
517691,0
470266,0
542529,0
1162936,0
305446,0
297136,0
600571,0
439271,0
1157008,0
546846,0
253243,0
486448,0
245290,0
280153,0
331544,0
145990,0
329761,0
208085,0
399935,0
560306,0
447567,0
356430,0
424307,0
350497,0
542985,0
1369002,0
334880,0
523150,0
885108,0
474577,0
400724,0
1294974,0
392880,0
368636,0
282862,0
371122,0
259922,0
295494,0
565432,0
450747,0
263500,0
536325,0
392352,0
443900,0
405657,0
308988,0
505898,0
350914,0
1349080,0
942516,0
469764,0
419842,0
432979,0
523342,0
468898,0
478301,0
379878,0
515097,0
1068846,0
483661,0
422230,0
346682,0
493923,0
647277,0
1803398,0
469052,0
477481,0
858649,0
456744,0
407641,0
384759,0
305293,0
1779064,0
461363,0
476611,0
514691,0
579241,0
775419,0
505484,0
421036,0
205293,0
505351,0
527947,0
1835630,0
501329,0
556238,0
430618,0
2508010,0
424932,0
528179,0
288269,0
430928,0
498307,0
441508,0
324056,0
385480,0
491255,0
488722,0
347939,0
345897,0
235481,0
556025,0
614391,0
364656,0
1123159,0
398633,0
904112,0
418795,0
412591,0
261279,0
543350,0
566301,0
432482,0
283800,0
386960,0
411670,0
195202,0
332558,0
418548,0
463755,0
406208,0
530122,0
524915,0
507024,0
193243,0
490246,0
464739,0
368771,0
463091,0
525614,0
321461,0
421128,0
268266,0
1490326,0
367823,0
244539,0
172586,0
436790,0
1090623,0
448482,0
543342,0
515996,0
943681,0
455045,0
555355,0
290540,0
173427,0
1804595,0
300115,0
504346,0
1016359,0
542657,0
1123458,0
574337,0
